geneid,BPcum,genesymbol,type,TWAS.Z,TWAS.P
ENSG00000000460.16,169758044,C1orf112,dpw,-0.16094,0.872
ENSG00000239494.2,169859904,RN7SL333P,dpw,0.89919,0.369
ENSG00000000457.13,169871950,SCYL3,dpw,-0.35206,0.725
ENSG00000243051.3,169958094,RN7SL269P,dpw,0.56453,0.572
ENSG00000203740.3,170156896,METTL11B,dpw,1.9403,0.0523
ENSG00000233985.1,170207846,RP11-297H3.3,dpw,-0.523,0.601
ENSG00000120370.12,170542788,GORAB,dpw,-0.31956,0.749
ENSG00000007933.12,171104348,FMO3,dpw,0.727,0.467
ENSG00000094963.13,171198220,FMO2,dpw,1.60056,0.109
ENSG00000283683.1,171619710,RP3-454G6.2,dpw,0.157,0.875
ENSG00000233328.3,171670728,PFN1P1,dpw,-1.46166,0.144
ENSG00000010165.19,171797844,METTL13,dpw,-1.04008,0.298
ENSG00000213060.4,171803728,RP4-612B18.3,dpw,-0.695,0.487
ENSG00000224600.5,171824785,RP4-612B18.1,dpw,1.77221,0.0764
ENSG00000094975.13,172572092,SUCO,dpw,-0.123,0.902
ENSG00000224228.2,172919960,RP1-15D23.2,dpw,0.12409,0.901
ENSG00000120337.8,173045462,TNFSF18,dpw,-0.4363,0.663
ENSG00000230849.2,173141726,GOT2P2,dpw,-1.036,0.3
ENSG00000117586.10,173195524,TNFSF4,dpw,-2.66297,0.00775
ENSG00000203739.3,173439578,RP11-296O14.3,dpw,-0.59436,0.552
ENSG00000162753.11,173551780,SLC9C2,dpw,1.69798,0.0895
ENSG00000183831.6,173639712,ANKRD45,dpw,1.27707,0.202
ENSG00000076321.10,173750822,KLHL20,dpw,1.35305,0.176
ENSG00000117593.9,173841525,DARS2,dpw,-1.40117,0.161
ENSG00000270084.1,173863595,GAS5-AS1,dpw,1.52461,0.127
ENSG00000234741.7,173866392,GAS5,dpw,-1.96257,0.0497
ENSG00000227373.5,174137652,RP11-160H22.5,dpw,4.46746,7.92e-06
ENSG00000152061.23,174577360,RABGAP1L,dpw,0.93073,0.352
ENSG00000223828.1,174756985,BANF1P4,dpw,3.71524,0.000203
ENSG00000223525.1,174897478,RABGAP1L-IT1,dpw,-1.17,0.242
ENSG00000235869.1,174922274,RP1-102G20.4,dpw,1.90682,0.0565
ENSG00000120332.15,175107962,TNN,dpw,0.92367,0.356
ENSG00000260990.1,175321339,RP3-518E13.2,dpw,1.47876,0.139
ENSG00000252906.1,175968470,SCARNA3,dpw,-1.224,0.221
ENSG00000227815.2,176272943,RP11-195C7.3,dpw,2.01581,0.0438
ENSG00000116183.10,176654388,PAPPA2,dpw,-0.88596,0.376
ENSG00000152092.15,177011138,ASTN1,dpw,-1.77709,0.0756
ENSG00000242193.9,178022044,RP11-568K15.1,dpw,0.1301,0.896
ENSG00000224687.1,178092746,RASAL2-AS1,dpw,-0.98541,0.324
ENSG00000270575.1,178194526,RP11-21M7.2,dpw,0.3784,0.705
ENSG00000273384.1,178651994,RP5-1098D14.1,dpw,-0.49016,0.624
ENSG00000116191.17,178823494,RALGPS2,dpw,-0.5351,0.593
ENSG00000116199.11,179051184,FAM20B,dpw,0.47087,0.638
ENSG00000186283.13,179089700,TOR3A,dpw,-0.05195,0.959
ENSG00000143322.19,179164506,ABL2,dpw,-0.7439,0.457
ENSG00000223794.1,179255908,COX5BP8,dpw,-0.24826,0.804
ENSG00000162779.21,179460228,AXDND1,dpw,-0.38998,0.697
ENSG00000116218.12,179563246,NPHS2,dpw,0.53668,0.591
ENSG00000227141.2,179587940,RP11-545A16.3,dpw,-0.824,0.41
ENSG00000162782.15,179641443,TDRD5,dpw,-1.5366,0.124
ENSG00000143340.6,179779681,FAM163A,dpw,0.71919,0.472
ENSG00000229407.5,179817188,RP11-12M5.3,dpw,1.20243,0.229
ENSG00000116260.16,180179432,QSOX1,dpw,-0.02528,0.98
ENSG00000230124.6,180386304,ACBD6,dpw,0.7683,0.442
ENSG00000143324.13,180761128,XPR1,dpw,-1.224,0.221
ENSG00000135835.10,180932384,KIAA1614,dpw,1.674,0.0941
ENSG00000270711.1,180971042,RP11-46A10.8,dpw,0.32393,0.746
ENSG00000153029.14,181047682,MR1,dpw,1.219,0.223
ENSG00000272880.1,181812984,RP11-33M22.2,dpw,2.909,0.00363
ENSG00000232309.1,182127982,GS1-122H1.1,dpw,-0.02219,0.982
ENSG00000228664.1,182328752,RP11-416K24.1,dpw,0.385,0.7
ENSG00000203729.8,182411218,LINC00272,dpw,0.95682,0.339
ENSG00000135828.11,182581446,RNASEL,dpw,1.37472,0.169
ENSG00000135838.13,182809839,NPL,dpw,0.617,0.537
ENSG00000135829.16,182863560,DHX9,dpw,0.034,0.973
ENSG00000157060.15,182926696,SHCBP1L,dpw,0.24603,0.806
ENSG00000058085.14,183215570,LAMC2,dpw,0.369,0.712
ENSG00000157064.10,183333420,NMNAT2,dpw,-0.801,0.423
ENSG00000116701.14,183573220,NCF2,dpw,1.098,0.272
ENSG00000162704.15,183628302,ARPC5,dpw,-0.09262,0.926
ENSG00000198756.10,183983792,COLGALT2,dpw,-0.006,0.995
ENSG00000198860.11,184062945,TSEN15,dpw,0.61827,0.536
ENSG00000116406.18,184722572,EDEM3,dpw,0.772,0.44
ENSG00000121486.11,185137586,TRMT1L,dpw,0.2146,0.83
ENSG00000233583.1,185263322,RP4-635A23.3,dpw,0.285,0.776
ENSG00000238061.2,185281330,RP4-635A23.4,dpw,-1.42585,0.154
ENSG00000261024.6,185328098,GS1-279B7.1,dpw,0.15879,0.874
ENSG00000279401.1,185519819,GS1-204I12.3,dpw,-0.76541,0.444
ENSG00000262180.1,186401014,OCLM,dpw,0.48073,0.631
ENSG00000229739.2,186452726,RP11-295K2.3,dpw,-0.348,0.728
ENSG00000225462.1,187563596,FDPSP1,dpw,-1.034,0.301
ENSG00000226486.1,188971476,LINC01035,dpw,-1.11855,0.263
ENSG00000232212.1,189795192,RP11-398M15.1,dpw,-1.94311,0.052
ENSG00000162670.10,190288034,BRINP3,dpw,0.64002,0.522
ENSG00000241505.1,190487338,RP11-161I10.1,dpw,-0.98657,0.324
ENSG00000228020.2,191146494,HNRNPA1P46,dpw,-0.94411,0.345
ENSG00000226723.2,192247098,RP11-142L4.3,dpw,0.67842,0.498
ENSG00000127074.14,192648222,RGS13,dpw,-1.69788,0.0895
ENSG00000228687.1,192796870,RP3-419C19.3,dpw,0.23217,0.816
ENSG00000116747.12,193075600,TROVE2,dpw,0.54744,0.584
ENSG00000221680.1,193136544,MIR1278,dpw,-0.671,0.502
ENSG00000162630.5,193182850,B3GALT2,dpw,-0.4048,0.686
ENSG00000232077.1,193335350,LINC01031,dpw,0.68357,0.494
ENSG00000251813.1,194488154,RNU6-983P,dpw,0.26293,0.793
ENSG00000265986.1,196582448,MIR4735,dpw,0.2767,0.782
ENSG00000134365.12,196884607,CFHR4,dpw,0.611,0.541
ENSG00000177888.7,197177112,ZBTB41,dpw,-0.46668,0.641
ENSG00000134376.14,197373330,CRB1,dpw,-0.02146,0.983
ENSG00000213047.11,197640222,DENND1B,dpw,-0.375,0.708
ENSG00000151414.14,198239692,NEK7,dpw,0.42334,0.672
ENSG00000202491.1,200008556,RNU6-716P,dpw,-2.47298,0.0134
ENSG00000203721.6,200327062,LINC00862,dpw,-1.153,0.249
ENSG00000118197.13,200646933,DDX59,dpw,0.06403,0.949
ENSG00000170128.4,200873567,GPR25,dpw,-0.94546,0.344
ENSG00000163362.10,200903392,C1orf106,dpw,-0.89371,0.371
ENSG00000159176.13,201496494,CSRP1,dpw,-3.055,0.00225
ENSG00000264802.1,201719568,MIR5191,dpw,-1.06628,0.286
ENSG00000235121.1,201730400,RP11-90L20.2,dpw,-0.50636,0.613
ENSG00000198892.6,201890494,SHISA4,dpw,-0.86366,0.388
ENSG00000163431.12,201921520,LMOD1,dpw,-2.38858,0.0169
ENSG00000206637.1,201978528,SNORA70,dpw,-0.33655,0.736
ENSG00000176393.10,201994260,RNPEP,dpw,-0.67554,0.499
ENSG00000170075.8,202128226,GPR37L1,dpw,0.54298,0.587
ENSG00000143851.15,202154301,PTPN7,dpw,-1.49008,0.136
ENSG00000133067.17,202256842,LGR6,dpw,1.5358,0.125
ENSG00000229120.2,202369836,CYCSP4,dpw,0.4915,0.623
ENSG00000225620.1,202632670,RP11-569A11.2,dpw,1.28241,0.2
ENSG00000234996.4,202868498,RP11-480I12.9,dpw,-1.24,0.215
ENSG00000183155.4,202884046,RABIF,dpw,-0.66966,0.503
ENSG00000163485.15,203129030,ADORA1,dpw,0.65555,0.512
ENSG00000224671.2,203148637,RP11-335O13.8,dpw,1.53201,0.126
ENSG00000133055.8,203171812,MYBPH,dpw,1.24,0.215
ENSG00000133063.15,203243234,CHIT1,dpw,1.52571,0.127
ENSG00000143850.13,204298258,PLEKHA6,dpw,1.60136,0.109
ENSG00000226330.1,204406848,RP11-739N20.2,dpw,1.49991,0.134
ENSG00000236779.1,204529269,RP11-430C7.2,dpw,0.41019,0.682
ENSG00000240219.1,204628244,RP11-430C7.5,dpw,-0.33604,0.737
ENSG00000170382.11,204651452,LRRN2,dpw,-0.44561,0.656
ENSG00000174529.7,205083795,TMEM81,dpw,-0.63327,0.527
ENSG00000271580.1,205091555,RP11-536L3.4,dpw,-1.51989,0.129
ENSG00000117222.13,205104079,RBBP5,dpw,0.12952,0.897
ENSG00000213041.4,205202467,RP11-383G10.3,dpw,0.6062,0.544
ENSG00000133069.15,205250760,TMCC2,dpw,1.51289,0.13
ENSG00000162873.14,205346578,KLHDC8A,dpw,-0.178,0.859
ENSG00000174514.12,205585902,MFSD4A,dpw,1.8701,0.0615
ENSG00000158711.13,205614760,ELK4,dpw,2.85115,0.00436
ENSG00000117280.12,205771724,RAB29,dpw,-3.43853,0.000585
ENSG00000162877.12,205839078,PM20D1,dpw,4.41482,1.01e-05
ENSG00000162888.4,206494422,C1orf147,dpw,0.76015,0.447
ENSG00000234981.1,206529311,RP11-534L20.4,dpw,-1.25758,0.209
ENSG00000143486.15,206591878,EIF2D,dpw,0.55964,0.576
ENSG00000196352.14,207354156,CD55,dpw,0.74736,0.455
ENSG00000203710.10,207568398,CR1,dpw,-0.52154,0.602
ENSG00000117335.19,207773786,CD46,dpw,0.59116,0.554
ENSG00000226843.1,208255334,RP11-2P2.1,dpw,-1.88636,0.0592
ENSG00000261453.1,208609646,RP11-565N2.1,dpw,1.07711,0.281
ENSG00000259815.1,208627414,RP11-565N2.2,dpw,2.08733,0.0369
ENSG00000227887.1,208697534,RPS26P13,dpw,3.04068,0.00236
ENSG00000232812.1,208730936,RP11-459K23.2,dpw,1.347,0.178
ENSG00000196878.13,209633668,LAMB3,dpw,0.836,0.403
ENSG00000117595.10,209795900,IRF6,dpw,0.757,0.449
ENSG00000203706.8,210232752,SERTAD4-AS1,dpw,2.121,0.0339
ENSG00000200972.1,210374211,RNU5A-8P,dpw,-1.353,0.176
ENSG00000224668.1,210860732,IPO8P1,dpw,-1.089,0.276
ENSG00000234233.1,211132982,KCNH1-IT1,dpw,-0.26272,0.793
ENSG00000223562.1,211182630,RP11-543B16.3,dpw,1.06674,0.286
ENSG00000082512.14,211350781,TRAF5,dpw,-0.26989,0.787
ENSG00000153363.12,211409068,LINC00467,dpw,-0.65617,0.512
ENSG00000236809.2,211417480,SNX25P1,dpw,-1.30791,0.191
ENSG00000198570.5,211484720,RD3,dpw,1.248,0.212
ENSG00000212187.1,212025622,SNORA26,dpw,0.84417,0.399
ENSG00000229983.1,212179234,RP11-15I11.2,dpw,0.88345,0.377
ENSG00000226251.5,212232128,RP11-15I11.3,dpw,0.26789,0.789
ENSG00000225338.1,212309285,RPL23AP18,dpw,-0.43173,0.666
ENSG00000234915.1,212315604,RP11-384C4.7,dpw,-0.95795,0.338
ENSG00000065600.12,212389416,TMEM206,dpw,0.60017,0.548
ENSG00000123685.8,212693202,BATF3,dpw,-0.376,0.707
ENSG00000203705.10,212804228,TATDN3,dpw,0.77977,0.436
ENSG00000236905.2,212824266,RP11-348H3.2,dpw,0.08481,0.932
ENSG00000198468.7,212855098,FLVCR1-AS1,dpw,-0.233,0.816
ENSG00000236317.1,212855271,RP11-348H3.5,dpw,0.01273,0.99
ENSG00000143494.15,212971279,VASH2,dpw,0.16908,0.866
ENSG00000174606.13,213004004,ANGEL2,dpw,0.16191,0.871
ENSG00000136643.11,213163004,RPS6KC1,dpw,0.17123,0.864
ENSG00000228255.1,213763002,RP11-323I1.1,dpw,0.542,0.588
ENSG00000272167.2,214029896,PROX1-AS1,dpw,-2.49344,0.0127
ENSG00000283518.1,214119484,RP11-53A1.3,dpw,-1.13949,0.254
ENSG00000202498.1,215630072,SNORD116,dpw,-1.43801,0.15
ENSG00000067533.5,218311636,RRP15,dpw,0.05419,0.957
ENSG00000092969.11,218395428,TGFB2,dpw,-0.611,0.541
ENSG00000226693.1,218882126,NXNP1,dpw,-1.28481,0.199
ENSG00000228063.1,219130282,LYPLAL1-AS1,dpw,2.73361,0.00626
ENSG00000143353.11,219193355,LYPLAL1,dpw,0.744,0.457
ENSG00000277007.1,219272081,RP11-392O17.2,dpw,-1.824,0.0682
ENSG00000238232.1,219557447,RP11-95P13.2,dpw,0.15075,0.88
ENSG00000196660.10,219822038,SLC30A10,dpw,-1.347,0.178
ENSG00000162813.17,220073972,BPNT1,dpw,-0.222,0.824
ENSG00000207590.1,220117908,MIR215,dpw,0.58755,0.557
ENSG00000226927.1,220359958,RP11-302I18.3,dpw,1.7147,0.0864
ENSG00000117791.15,220766520,MARC2,dpw,-1.07653,0.282
ENSG00000186205.12,220803208,MARC1,dpw,-1.19203,0.233
ENSG00000221571.3,220825842,RNU6ATAC35P,dpw,-0.91635,0.359
ENSG00000272823.1,220828944,RP11-295M18.6,dpw,-0.71548,0.474
ENSG00000238078.1,220830842,LINC01352,dpw,-2.29317,0.0218
ENSG00000257551.1,220856452,HLX-AS1,dpw,1.92167,0.0546
ENSG00000234754.1,221333188,C1orf140,dpw,-0.60131,0.548
ENSG00000227613.1,222262315,QRSL1P2,dpw,-0.03903,0.969
ENSG00000225265.1,222591429,TAF1A-AS1,dpw,1.10304,0.27
ENSG00000187554.11,223126344,TLR5,dpw,1.14896,0.251
ENSG00000226601.1,223184650,RP11-239E10.3,dpw,-0.67626,0.499
ENSG00000272645.3,223971994,GTF2IP20,dpw,-1.69222,0.0906
ENSG00000185495.10,224001678,RP11-504P24.3,dpw,-0.12938,0.897
ENSG00000143756.11,224138068,FBXO28,dpw,-0.39324,0.694
ENSG00000201898.1,224179704,SNORA72,dpw,-3.62613,0.000288
ENSG00000232628.5,224211014,RP11-365O16.3,dpw,1.491,0.136
ENSG00000221406.1,224257073,MIR320B2,dpw,2.27118,0.0231
ENSG00000233384.2,224613812,RP11-100E13.1,dpw,1.6843,0.0921
ENSG00000185842.14,225147778,DNAH14,dpw,2.59502,0.00946
ENSG00000143819.12,225827828,EPHX1,dpw,0.62296,0.533
ENSG00000196187.11,225863953,TMEM63A,dpw,0.17342,0.862
ENSG00000243709.1,225898832,LEFTY1,dpw,1.03979,0.298
ENSG00000143799.12,226384386,PARP1,dpw,0.9644,0.335
ENSG00000228382.1,226665854,ITPKB-IT1,dpw,0.02604,0.979
ENSG00000228548.1,226672622,ITPKB-AS1,dpw,-0.69129,0.489
ENSG00000143776.18,227154170,CDC42BPA,dpw,-0.66685,0.505
ENSG00000236636.2,227264992,RP11-211A18.1,dpw,-1.143,0.253
ENSG00000232864.1,227410968,NUCKS1P1,dpw,0.72493,0.468
ENSG00000237193.1,227482354,RP11-275O4.4,dpw,0.47822,0.632
ENSG00000278180.1,227491494,FAM166AP5,dpw,-0.60889,0.543
ENSG00000202264.1,227561241,RNA5SP77,dpw,0.68087,0.496
ENSG00000233003.4,227976792,CICP26,dpw,0.235,0.814
ENSG00000276255.2,228075230,RP5-881P19.7,dpw,-0.719,0.472
ENSG00000143761.14,228090936,ARF1,dpw,-0.89405,0.371
ENSG00000162910.18,228107996,MRPL55,dpw,-0.89075,0.373
ENSG00000181873.12,228174036,IBA57,dpw,1.46516,0.143
ENSG00000162913.9,228208586,C1orf145,dpw,0.70265,0.482
ENSG00000154358.20,228293502,OBSCN,dpw,0.4259,0.67
ENSG00000168159.10,228491414,RNF187,dpw,-1.21087,0.226
ENSG00000202056.1,228555848,RNA5SP19,dpw,-1.7333,0.083
ENSG00000251823.2,228558318,RNA5SP162,dpw,0.513,0.608
ENSG00000183929.7,228650810,DUSP5P1,dpw,-1.24669,0.213
ENSG00000206878.1,228652498,SNORA51,dpw,-1.88313,0.0597
ENSG00000116574.5,228740874,RHOU,dpw,0.58471,0.559
ENSG00000233920.1,229225512,RP5-1061H20.5,dpw,-0.75749,0.449
ENSG00000168118.11,229288478,RAB4A,dpw,0.55302,0.58
ENSG00000154429.10,229332150,CCSAP,dpw,1.13229,0.258
ENSG00000230331.1,229425336,RP5-1068B5.1,dpw,0.54311,0.587
ENSG00000143632.14,229432672,ACTA1,dpw,1.74835,0.0804
ENSG00000069248.11,229474301,NUP133,dpw,0.36698,0.714
ENSG00000135763.9,229643217,URB2,dpw,1.72455,0.0846
ENSG00000225984.1,229705548,HMGB1P26,dpw,0.39647,0.692
ENSG00000227006.1,230263589,RP5-956O18.2,dpw,0.43766,0.662
ENSG00000224407.1,230281103,RP5-956O18.3,dpw,-1.56482,0.118
ENSG00000177614.10,230370427,PGBD5,dpw,0.92339,0.356
ENSG00000244137.1,230753096,RP11-99J16__A.2,dpw,-1.42504,0.154
ENSG00000225656.1,230824174,RP5-858B6.1,dpw,-1.03039,0.303
ENSG00000143643.12,230942560,TTC13,dpw,-0.2268,0.821
ENSG00000182118.6,231029602,FAM89A,dpw,-0.4984,0.618
ENSG00000119283.15,231191834,TRIM67,dpw,-1.163,0.245
ENSG00000116906.11,231259590,GNPAT,dpw,0.9,0.368
ENSG00000135766.8,231394398,EGLN1,dpw,0.596,0.551
ENSG00000233461.5,231525472,RP11-295G20.2,dpw,1.30402,0.192
ENSG00000116991.10,232479762,SIPA1L2,dpw,-0.52896,0.597
ENSG00000212916.4,232806650,MAP10,dpw,-1.08681,0.277
ENSG00000206835.1,232832102,RNU1-74P,dpw,-1.567,0.117
ENSG00000135778.11,232967244,NTPCR,dpw,0.61048,0.542
ENSG00000143674.10,233356458,RP5-862P8.2,dpw,0.17404,0.862
ENSG00000135750.14,233643258,KCNK1,dpw,0.07936,0.937
ENSG00000183780.12,234114725,SLC35F3,dpw,-1.61218,0.107
ENSG00000168275.14,234378753,COA6,dpw,-1.465,0.143
ENSG00000231768.1,234529836,LINC01354,dpw,-1.85516,0.0636
ENSG00000224939.1,234632046,LINC00184,dpw,0.97685,0.329
ENSG00000054267.20,235229927,ARID4B,dpw,-1.09172,0.275
ENSG00000230026.2,235361847,RP11-382D8.5,dpw,0.02655,0.979
ENSG00000162885.12,235477202,B3GALNT2,dpw,-0.133,0.894
ENSG00000232714.1,235541928,MTND3P8,dpw,2.61947,0.00881
ENSG00000235674.2,235738498,LDHAP2,dpw,-2.04984,0.0404
ENSG00000077585.13,236182186,GPR137B,dpw,1.522,0.128
ENSG00000086619.13,236248770,ERO1B,dpw,-0.09349,0.926
ENSG00000116977.18,236535491,LGALS8,dpw,0.63073,0.528
ENSG00000273058.2,236536434,RP11-385F5.5,dpw,-1.16557,0.244
ENSG00000230325.1,236545188,RP11-385F5.4,dpw,-2.28699,0.0222
ENSG00000119285.10,236576755,HEATR1,dpw,0.52987,0.596
ENSG00000116984.12,236849632,MTR,dpw,-0.64628,0.518
ENSG00000266262.1,237471156,MIR4428,dpw,-1.22408,0.221
ENSG00000133019.11,239651009,CHRM3,dpw,1.26906,0.204
ENSG00000202041.1,240154712,Y_RNA,dpw,-0.67842,0.498
ENSG00000155816.19,240244769,FMN2,dpw,-1.67556,0.0938
ENSG00000231440.1,240589636,RP11-467I20.6,dpw,-1.3662,0.172
ENSG00000215802.3,240823220,RFKP1,dpw,1.689,0.0912
ENSG00000224348.2,241305732,RP11-306K13.1,dpw,2.52292,0.0116
ENSG00000225554.1,241428892,RP11-527D7.1,dpw,0.40853,0.683
ENSG00000117009.11,241563888,KMO,dpw,-0.627,0.531
ENSG00000054277.13,241633740,OPN3,dpw,-0.47051,0.638
ENSG00000203668.2,241634554,CHML,dpw,-0.23649,0.813
ENSG00000272865.1,242178322,RP11-561I11.4,dpw,0.49047,0.624
ENSG00000252084.1,242188718,RN7SKP12,dpw,-0.89978,0.368
ENSG00000224525.2,242207192,RP11-561I11.3,dpw,0.492,0.623
ENSG00000234116.1,243006657,RP11-261C10.1,dpw,0.93079,0.352
ENSG00000214837.8,243079026,LINC01347,dpw,1.47671,0.14
ENSG00000212230.1,243081208,RNU6-747P,dpw,-0.60537,0.545
ENSG00000232085.1,243167042,RP11-261C10.4,dpw,0.50885,0.611
ENSG00000117020.16,243669656,AKT3,dpw,1.146,0.252
ENSG00000279774.1,244066120,RP11-278H7.5,dpw,0.52173,0.602
ENSG00000237759.1,244108188,RP11-278H7.3,dpw,1.54284,0.123
ENSG00000035687.9,244430314,ADSS,dpw,-1.17616,0.24
ENSG00000272195.1,244970220,RP11-156E8.1,dpw,0.12705,0.899
ENSG00000203666.12,245048435,EFCAB2,dpw,0.536,0.592
ENSG00000201170.1,245134009,RNU1-132P,dpw,-0.028,0.978
ENSG00000185420.18,246128328,SMYD3,dpw,1.44629,0.148
ENSG00000202184.1,246189066,RNU6-1283P,dpw,-3.02486,0.00249
ENSG00000227728.2,246515816,RP11-690C23.4,dpw,1.40543,0.16
ENSG00000162852.13,246617514,CNST,dpw,0.71507,0.475
ENSG00000260855.1,246774037,RP11-439E19.10,dpw,-0.07917,0.937
ENSG00000153207.14,246885538,AHCTF1,dpw,2.17474,0.0296
ENSG00000197472.14,246976820,ZNF695,dpw,0.24154,0.809
ENSG00000277462.1,247057770,ZNF670,dpw,0.426,0.67
ENSG00000188295.14,247102168,ZNF669,dpw,0.898,0.369
ENSG00000221953.5,247111289,C1orf229,dpw,-1.37894,0.168
ENSG00000226164.2,247119974,FGFR3P6,dpw,-0.53998,0.589
ENSG00000259865.1,247187904,RP11-488L18.10,dpw,-1.50816,0.132
ENSG00000162714.12,247314630,ZNF496,dpw,0.55952,0.576
ENSG00000235749.2,247693406,RP11-634B7.4,dpw,-0.75682,0.449
ENSG00000162722.8,247867702,TRIM58,dpw,0.28077,0.779
ENSG00000238243.3,247896060,OR2W3,dpw,4.018,5.87e-05
ENSG00000177462.6,247921488,OR2T8,dpw,0.60766,0.543
ENSG00000224830.2,247939316,OR2X1P,dpw,0.95859,0.338
ENSG00000279263.1,247949328,OR2L8,dpw,0.83956,0.401
ENSG00000187080.7,247965786,OR2AK2,dpw,0.92287,0.356
ENSG00000237492.1,247975198,OR2L9P,dpw,0.88267,0.377
ENSG00000224227.2,247990736,OR2L1P,dpw,0.96217,0.336
ENSG00000199442.1,247997048,Y_RNA,dpw,0.29142,0.771
ENSG00000232215.2,248003599,OR2L6P,dpw,0.89708,0.37
ENSG00000203663.3,248038738,OR2L2,dpw,0.92392,0.356
ENSG00000200982.1,248045839,Y_RNA,dpw,0.739,0.46
ENSG00000196071.4,248099786,OR2L13,dpw,0.9093,0.363
ENSG00000162727.3,248145618,OR2M5,dpw,0.98,0.327
ENSG00000198601.2,248180508,OR2M2,dpw,0.739,0.46
ENSG00000228198.2,248203538,OR2M3,dpw,-0.03207,0.974
ENSG00000171180.1,248239397,OR2M4,dpw,0.78196,0.434
ENSG00000177212.3,248273334,OR2T33,dpw,0.34913,0.727
ENSG00000177186.3,248324100,OR2M7,dpw,-1.18805,0.235
ENSG00000177174.1,248349244,OR14C36,dpw,-0.33858,0.735
ENSG00000198104.2,248388072,OR2T6,dpw,0.00428,0.997
ENSG00000175143.3,248406550,OR2T1,dpw,0.22847,0.819
ENSG00000229255.1,248484865,RP11-407H12.8,dpw,-0.71398,0.475
ENSG00000224521.1,248556298,RP11-438F14.3,dpw,-0.83843,0.402
ENSG00000182783.4,248559018,OR2T29,dpw,0.46325,0.643
ENSG00000279301.2,248626654,OR2T11,dpw,-0.14807,0.882
ENSG00000189181.4,248681837,OR14I1,dpw,-1.61269,0.107
ENSG00000259823.5,248737194,LYPD8,dpw,-0.83649,0.403
ENSG00000171161.12,248843864,ZNF672,dpw,0.55766,0.577
ENSG00000227237.1,248861980,AL672294.1,dpw,0.20621,0.837
ENSG00000185220.11,248913072,PGBD2,dpw,0.07412,0.941
ENSG00000184731.5,248962788,FAM110C,dpw,0.13341,0.894
ENSG00000035115.21,249162010,SH3YL1,dpw,0.81701,0.414
ENSG00000189292.15,249204151,FAM150B,dpw,0.34826,0.728
ENSG00000233684.2,249249962,AC079779.6,dpw,-0.35331,0.724
ENSG00000225942.1,249466182,AC093326.2,dpw,1.07203,0.284
ENSG00000233296.1,249607225,AC092159.2,dpw,-2.342,0.0192
ENSG00000233970.1,249612606,AC092159.3,dpw,-0.13242,0.895
ENSG00000227713.1,249648042,AC116609.1,dpw,1.03485,0.301
ENSG00000272342.1,249659822,RP13-539J13.1,dpw,0.91672,0.359
ENSG00000223751.1,249665074,AC116609.2,dpw,0.02155,0.983
ENSG00000237667.5,249744080,LINC01115,dpw,0.89253,0.372
ENSG00000172554.11,250079187,SNTG2,dpw,2.71793,0.00657
ENSG00000228613.1,250503336,AC144450.1,dpw,-0.7892,0.43
ENSG00000130508.10,250608316,PXDN,dpw,0.62855,0.53
ENSG00000225619.1,251243118,MYT1L-AS1,dpw,0.74933,0.454
ENSG00000227364.1,251650379,AC018685.2,dpw,1.37796,0.168
ENSG00000237720.1,251756274,AC011995.1,dpw,0.42555,0.67
ENSG00000234423.1,251930484,LINC01250,dpw,1.398,0.162
ENSG00000236760.1,252058627,AC019118.3,dpw,1.91852,0.055
ENSG00000182551.13,252428495,ADI1,dpw,1.19222,0.233
ENSG00000234171.2,252480065,RNASEH1-AS1,dpw,1.67991,0.093
ENSG00000118004.17,252539684,COLEC11,dpw,0.24714,0.805
ENSG00000151360.9,252600380,ALLC,dpw,0.545,0.586
ENSG00000227363.1,252765744,AC019172.2,dpw,-0.07806,0.938
ENSG00000252238.1,253746989,SNORA31,dpw,2.05196,0.0402
ENSG00000232044.6,254886928,LINC01105,dpw,-0.0763,0.939
ENSG00000225964.5,255754436,NRIR,dpw,1.2929,0.196
ENSG00000271947.1,255825959,RP11-439M11.1,dpw,1.332,0.183
ENSG00000228203.6,255835440,RNF144A-AS1,dpw,2.11278,0.0346
ENSG00000213774.3,256244852,AC010904.1,dpw,0.432,0.666
ENSG00000229727.6,256355704,AC013460.1,dpw,2.43919,0.0147
ENSG00000221255.1,256496852,RNU6ATAC37P,dpw,-0.88698,0.375
ENSG00000229740.1,257061282,U91324.1,dpw,2.27628,0.0228
ENSG00000119185.12,258333458,ITGB1BP1,dpw,-0.74,0.459
ENSG00000134330.18,258405047,IAH1,dpw,0.39496,0.693
ENSG00000151694.12,258442086,ADAM17,dpw,-1.15,0.25
ENSG00000240687.1,258564052,RP11-521D12.1,dpw,-1.83281,0.0668
ENSG00000269973.1,258857922,RP11-95D17.1,dpw,-0.74118,0.459
ENSG00000172059.10,258968789,KLF11,dpw,-0.33222,0.74
ENSG00000206898.1,259216060,SNORA51,dpw,-0.82934,0.407
ENSG00000234818.1,259516944,AC092687.5,dpw,1.476,0.14
ENSG00000239053.1,259664164,RNU7-138P,dpw,-0.05001,0.96
ENSG00000143870.12,259730630,PDIA6,dpw,0.07037,0.944
ENSG00000150873.11,260059868,C2orf50,dpw,2.61685,0.00887
ENSG00000134318.13,260183992,ROCK2,dpw,0.79255,0.428
ENSG00000169016.16,260375222,E2F6,dpw,0.92425,0.355
ENSG00000201610.1,260437396,RNA5SP84,dpw,0.51991,0.603
